4	0	r811u07n04.milgram.hpc.yale.internal	2022-06-11 19:02:58	2022-06-11 19:06:31	212.34	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=25:29; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
0	0	r811u01n08.milgram.hpc.yale.internal	2022-06-11 19:02:59	2022-06-11 19:06:43	223.92	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=1:6; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
3	0	r811u01n11.milgram.hpc.yale.internal	2022-06-11 19:02:58	2022-06-11 19:06:45	226.31	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=19:24; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
1	0	r811u01n09.milgram.hpc.yale.internal	2022-06-11 19:02:59	2022-06-11 19:06:46	227.06	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=7:12; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
2	0	r811u01n10.milgram.hpc.yale.internal	2022-06-11 19:02:58	2022-06-11 19:06:47	228.40	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=13:18; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
5	0	r811u07n05.milgram.hpc.yale.internal	2022-06-11 19:02:59	2022-06-11 19:07:04	245.92	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=30:35; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
6	0	r811u07n06.milgram.hpc.yale.internal	2022-06-11 19:02:58	2022-06-11 19:10:22	443.29	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=36:41; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
8	0	r811u07n08.milgram.hpc.yale.internal	2022-06-11 19:02:58	2022-06-11 19:21:00	1081.79	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=48:53; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
7	0	r811u07n07.milgram.hpc.yale.internal	2022-06-11 19:02:58	2022-06-11 19:22:46	1187.47	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=42:47; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
9	0	r811u07n04.milgram.hpc.yale.internal	2022-06-11 19:06:33	2022-06-11 19:23:27	1014.11	export LD_LIBRARY_PATH="$LD_LIBRARY_PATH:/gpfs/milgram/project/chang/pg496/repositories/categorical/lib/linux"; module load MATLAB/2020a; matlab -nodisplay -nosplash -r "to_process_inds=54:58; run('/gpfs/milgram/pi/chang/pg496/repositories/eisg/scripts/run_sf_coherence_in_cluster.m');";
